Age,AgeBin,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,IncomeBin,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Cluster
45,Middle Age,Yes,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,5,Manager,2,Single,18824,High,2,Yes,16,3,1,0,26,2,3,24,10,1,11,Experienced senior professional
55,Middle Age,No,Non-Travel,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,13577,Medium,1,Yes,15,3,4,1,34,3,3,33,9,15,0,Veteran Professional
21,Young Adult,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,2625,Low,1,No,20,4,3,0,2,2,1,2,2,2,2,Early-career professional
46,Middle Age,No,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,18789,High,2,No,14,3,3,1,26,2,3,11,4,0,8,Specialized professionals
34,Young Adult,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,Single,4538,Average,0,Yes,12,3,4,0,4,3,3,3,2,0,2,Early-career professional
51,Middle Age,No,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,19847,High,4,Yes,24,4,1,1,31,5,2,29,10,11,10,Senior Executives
59,Middle Age,No,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,10512,Medium,6,No,12,3,4,0,25,6,2,9,7,5,4,Mid-career professional
34,Young Adult,No,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4444,Average,4,No,13,3,3,2,15,2,4,11,8,5,10,Mid-career professional
28,Young Adult,No,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,Low,0,Yes,11,3,3,0,5,2,2,4,2,0,2,Early-career professional
44,Middle Age,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,19190,High,1,No,14,3,4,2,26,4,2,25,9,14,13,Experienced senior professional
34,Young Adult,No,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,4490,Average,4,No,11,3,4,2,14,5,4,10,9,1,8,Mid-career professional
35,Young Adult,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,3506,Average,0,Yes,14,3,4,0,4,3,3,3,2,2,2,Early-career professional
42,Middle Age,No,Travel_Rarely,Research & Development,7,4,Medical,2,Female,4,2,Research Scientist,2,Married,2372,Low,6,Yes,16,3,4,0,18,2,3,1,0,0,0,Mid-career professional
43,Middle Age,No,Travel_Rarely,Sales,4,4,Marketing,4,Female,2,3,Sales Executive,4,Single,10231,Medium,3,No,14,3,4,0,23,3,4,21,7,15,17,Mid-to-senior professionals
36,Young Adult,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,5410,Average,9,Yes,11,3,4,0,18,2,3,16,14,5,12,Mid-career professional
44,Middle Age,Yes,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,3,Healthcare Representative,4,Married,7978,Average,1,No,11,3,4,1,10,2,3,10,7,0,5,Mid-career professional
28,Young Adult,No,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,3867,Average,1,Yes,12,3,2,1,2,2,3,2,2,2,2,Early-career professional
51,Middle Age,No,Travel_Frequently,Research & Development,6,2,Medical,2,Female,2,1,Laboratory Technician,3,Single,2838,Low,0,No,14,3,2,0,8,6,2,7,0,7,7,Mid-career professional
30,Young Adult,No,Non-Travel,Research & Development,9,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,4695,Average,7,Yes,18,3,3,0,10,3,3,8,4,1,7,Mid-career professional
29,Young Adult,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,3339,Average,3,Yes,13,3,1,2,10,2,3,7,7,7,7,Early-career professional
28,Young Adult,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2080,Low,2,No,11,3,2,0,5,2,2,3,2,1,2,Early-career professional
25,Young Adult,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,1,Research Scientist,2,Single,2096,Low,1,No,18,3,4,0,2,3,2,2,2,2,1,Early-career professional
32,Young Adult,No,Travel_Rarely,Sales,8,3,Medical,3,Male,4,2,Sales Executive,4,Married,6209,Average,1,No,15,3,3,2,10,4,4,10,7,0,8,Mid-career professional
45,Middle Age,No,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,Single,18061,High,3,No,22,4,3,0,22,4,3,0,0,0,0,Specialized professionals
39,Young Adult,No,Travel_Rarely,Research & Development,13,4,Medical,3,Female,2,4,Manager,2,Divorced,17123,High,6,Yes,13,3,4,2,21,4,3,19,9,15,2,Experienced senior professional
58,Middle Age,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2372,Low,1,No,12,3,4,2,2,3,3,2,2,2,2,Early-career professional
32,Young Adult,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,4883,Average,1,No,18,3,1,1,10,3,3,10,4,1,1,Mid-career professional
39,Young Adult,Yes,Travel_Rarely,Research & Development,23,3,Medical,3,Male,3,1,Research Scientist,1,Single,3904,Average,0,No,13,3,1,0,6,2,3,5,2,0,3,Early-career professional
30,Young Adult,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,4627,Average,0,No,12,3,1,1,10,6,3,9,2,6,7,Mid-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,7094,Average,3,No,12,3,1,0,10,0,3,7,7,1,7,Mid-career professional
46,Middle Age,No,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,Average,6,No,12,3,3,0,10,3,4,7,6,5,7,Mid-career professional
28,Young Adult,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,6674,Average,0,No,11,3,1,3,10,6,3,9,8,7,5,Mid-career professional
50,Middle Age,No,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,3,4,Research Director,1,Married,16880,High,4,Yes,11,3,2,0,25,2,3,3,2,1,2,Specialized professionals
40,Middle Age,Yes,Travel_Rarely,Sales,25,4,Marketing,4,Male,2,3,Sales Executive,2,Single,9094,Medium,2,Yes,12,3,3,0,9,2,3,5,4,1,0,Mid-career professional
52,Middle Age,Yes,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,3,3,Sales Executive,2,Single,8446,Medium,9,Yes,19,3,3,0,10,2,2,8,7,7,7,Mid-career professional
30,Young Adult,No,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,3,Manager,1,Married,11916,Medium,1,Yes,23,4,4,2,9,2,3,9,1,0,8,Mid-career professional
39,Young Adult,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,4534,Average,0,No,11,3,1,0,9,6,3,8,7,1,7,Mid-career professional
31,Young Adult,No,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,9852,Medium,1,Yes,19,3,1,1,10,5,2,10,8,9,6,Mid-career professional
41,Middle Age,No,Non-Travel,Sales,10,2,Medical,3,Male,1,2,Sales Executive,2,Single,6151,Average,1,No,13,3,1,0,19,4,3,19,2,11,9,Mid-to-senior professionals
31,Young Adult,Yes,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,2302,Low,1,Yes,11,3,1,0,3,2,4,3,2,2,2,Early-career professional
44,Middle Age,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,2362,Low,4,No,12,3,3,0,10,4,4,3,2,1,2,Early-career professional
42,Middle Age,No,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,3,4,Manager,3,Married,17861,High,0,Yes,13,3,4,0,21,3,2,20,8,2,10,Experienced senior professional
55,Middle Age,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,1,5,Manager,3,Married,19187,High,4,No,14,3,4,1,23,5,3,19,9,9,11,Experienced senior professional
56,Middle Age,No,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,3,5,Manager,2,Single,19717,High,6,No,14,3,1,0,36,4,3,7,3,7,7,Highly experienced late-career professionals
40,Middle Age,No,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,3544,Average,9,No,16,3,2,1,6,0,3,4,2,0,0,Early-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Divorced,8500,Medium,0,No,11,3,4,1,10,0,2,9,7,1,6,Mid-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,2,Research Scientist,4,Single,4661,Average,1,No,13,3,3,0,9,4,3,9,8,8,8,Mid-career professional
41,Middle Age,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,2,Sales Executive,1,Divorced,4103,Average,0,No,17,3,4,1,10,2,3,9,3,1,7,Mid-career professional
35,Young Adult,No,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,3,2,Research Scientist,3,Single,4249,Average,1,Yes,11,3,2,0,9,3,3,9,6,1,1,Mid-career professional
51,Middle Age,No,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,3,4,Manager,2,Divorced,14026,Medium,1,Yes,11,3,2,1,33,2,3,33,9,0,10,Veteran Professional
38,Young Adult,No,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,6893,Average,3,No,15,3,4,1,11,3,3,7,7,1,7,Mid-career professional
34,Young Adult,No,Travel_Rarely,Sales,15,2,Medical,3,Female,3,2,Sales Executive,1,Single,6125,Average,1,No,12,3,4,0,10,6,4,10,8,9,6,Mid-career professional
25,Young Adult,No,Travel_Rarely,Research & Development,19,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3669,Average,3,No,11,3,3,3,7,6,2,3,2,1,2,Early-career professional
58,Middle Age,Yes,Travel_Rarely,Research & Development,7,4,Medical,3,Female,2,3,Manufacturing Director,1,Married,10008,Medium,7,Yes,14,3,4,0,31,0,2,10,9,5,9,Experienced Mid-Salary Professionals
40,Middle Age,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,2387,Low,3,No,22,4,3,1,7,3,3,4,2,0,3,Early-career professional
36,Young Adult,No,Travel_Frequently,Sales,7,3,Marketing,1,Female,4,2,Sales Executive,1,Married,4639,Average,2,No,16,3,4,1,17,2,2,15,7,6,13,Mid-career professional
48,Middle Age,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,7898,Average,1,No,11,3,3,0,11,2,3,10,9,0,8,Mid-career professional
27,Young Adult,No,Travel_Rarely,Sales,11,3,Medical,3,Female,4,1,Sales Representative,4,Married,2534,Low,8,No,14,3,2,1,5,4,3,1,0,0,0,Early-career professional
51,Middle Age,No,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,13142,Medium,3,No,16,3,2,0,29,1,2,5,2,0,3,Experienced Mid-Salary Professionals
18,Youth,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,1611,Low,1,No,15,3,3,0,0,5,4,0,0,0,0,Early-career professional
35,Young Adult,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,2,2,Laboratory Technician,4,Married,5363,Average,0,No,12,3,2,1,10,0,3,9,7,0,0,Mid-career professional
27,Young Adult,No,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,5071,Average,3,No,20,4,2,0,8,3,3,6,2,0,0,Early-career professional
55,Middle Age,Yes,Travel_Rarely,Sales,13,4,Marketing,1,Male,4,4,Sales Executive,3,Single,13695,Medium,6,Yes,17,3,3,0,24,2,2,19,7,3,8,Mid-to-senior professionals
56,Middle Age,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,4,Manufacturing Director,2,Married,13402,Medium,4,Yes,12,3,1,1,33,0,3,19,16,15,9,Veteran Professional
34,Young Adult,No,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,2,1,Research Scientist,3,Divorced,2029,Low,1,No,20,4,3,3,5,2,3,5,4,0,0,Early-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,2,1,Medical,2,Female,4,2,Healthcare Representative,3,Divorced,6377,Average,5,No,20,4,2,3,15,0,3,12,11,11,8,Mid-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,3,2,Laboratory Technician,3,Married,5429,Average,4,No,13,3,1,2,10,1,3,8,7,7,7,Mid-career professional
31,Young Adult,Yes,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,2,1,Sales Representative,4,Single,2785,Low,7,No,14,3,3,0,3,3,4,1,0,0,0,Early-career professional
35,Young Adult,Yes,Travel_Frequently,Sales,18,4,Marketing,4,Female,3,2,Sales Executive,3,Married,4614,Average,0,Yes,18,3,3,1,5,0,2,4,2,3,2,Early-career professional
38,Young Adult,No,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,2610,Low,1,No,11,3,4,3,4,2,3,4,2,0,3,Early-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,Average,1,No,11,3,4,0,14,2,4,14,11,4,11,Mid-career professional
28,Young Adult,No,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,2,Sales Executive,1,Married,4724,Average,1,No,11,3,3,1,5,0,3,5,3,0,4,Early-career professional
31,Young Adult,Yes,Travel_Rarely,Research & Development,22,4,Medical,4,Male,3,2,Manufacturing Director,3,Married,6179,Average,1,Yes,15,3,4,2,10,3,2,10,2,6,7,Mid-career professional
39,Young Adult,No,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,2,2,Sales Executive,4,Married,6120,Average,3,Yes,12,3,4,2,8,2,4,5,4,1,4,Mid-career professional
51,Middle Age,No,Travel_Frequently,Sales,2,3,Marketing,2,Male,3,3,Sales Executive,2,Married,10596,Medium,2,No,11,3,2,0,14,5,3,4,2,3,2,Mid-career professional
41,Middle Age,No,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,5467,Average,3,Yes,14,3,1,2,12,4,2,6,2,3,3,Mid-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,2996,Average,7,Yes,15,3,4,0,8,2,3,6,4,1,3,Early-career professional
33,Young Adult,No,Travel_Frequently,Sales,5,1,Life Sciences,2,Male,3,2,Sales Executive,4,Married,9998,Medium,6,No,13,3,1,0,8,2,4,5,4,1,2,Mid-career professional
32,Young Adult,No,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,2,Sales Executive,2,Married,4078,Average,0,Yes,13,3,1,3,4,3,2,3,2,1,2,Early-career professional
39,Young Adult,No,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,10920,Medium,3,No,21,4,2,1,13,2,3,6,4,0,5,Mid-career professional
25,Young Adult,No,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,4,2,Sales Executive,3,Married,6232,Average,2,No,11,3,2,0,6,3,2,3,2,1,2,Early-career professional
52,Middle Age,No,Travel_Frequently,Research & Development,28,2,Medical,4,Female,4,4,Manufacturing Director,3,Married,13247,Medium,2,Yes,11,3,2,1,24,3,2,5,3,0,2,Mid-career professional
43,Middle Age,No,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,2,Research Scientist,3,Single,4081,Average,1,Yes,14,3,1,0,20,3,1,20,7,1,8,Mid-to-senior professionals
27,Young Adult,No,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,2,Sales Executive,4,Married,5769,Average,1,Yes,11,3,4,0,6,3,3,6,2,4,4,Early-career professional
27,Young Adult,Yes,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,3,1,Research Scientist,3,Single,2394,Low,1,Yes,13,3,4,0,8,2,3,8,2,7,7,Early-career professional
26,Young Adult,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,2,1,Research Scientist,4,Single,3904,Average,0,No,12,3,4,0,5,2,3,4,3,1,1,Early-career professional
42,Middle Age,No,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,3,4,Manager,1,Married,16799,High,0,No,14,3,3,1,21,5,3,20,7,0,9,Experienced senior professional
52,Middle Age,No,Travel_Rarely,Research & Development,8,4,Other,3,Female,3,1,Laboratory Technician,1,Married,2950,Average,9,No,13,3,3,0,12,2,1,5,4,0,4,Mid-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,1,Laboratory Technician,3,Single,3629,Average,4,No,18,3,1,0,8,6,3,3,2,0,2,Early-career professional
35,Young Adult,No,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,3,3,Manufacturing Director,4,Single,9362,Medium,2,No,11,3,3,0,10,2,3,2,2,2,2,Mid-career professional
25,Young Adult,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Laboratory Technician,4,Married,3229,Average,4,No,11,3,2,1,7,2,2,3,2,0,2,Early-career professional
26,Young Adult,No,Travel_Rarely,Research & Development,7,3,Other,3,Male,4,1,Laboratory Technician,1,Single,3578,Average,0,No,12,3,4,0,8,2,3,7,7,0,7,Early-career professional
29,Young Adult,No,Travel_Rarely,Human Resources,17,3,Other,2,Male,2,3,Human Resources,1,Single,7988,Average,1,No,13,3,1,0,10,3,2,10,9,0,9,Mid-career professional
49,Middle Age,Yes,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,4284,Average,3,No,20,4,1,0,20,2,3,4,3,1,3,Mid-career professional
29,Young Adult,Yes,Travel_Frequently,Research & Development,14,1,Other,3,Female,3,3,Healthcare Representative,4,Single,7553,Average,0,Yes,12,3,1,0,9,1,3,8,7,7,7,Mid-career professional
54,Middle Age,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,4,Research Director,4,Single,17328,High,6,No,19,3,4,0,29,3,2,20,7,12,7,Senior Executives
58,Middle Age,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,5,Research Director,1,Married,19701,High,3,Yes,21,4,3,1,32,3,3,9,8,1,5,Highly experienced late-career professionals
55,Middle Age,No,Travel_Rarely,Research & Development,1,4,Medical,2,Male,4,4,Research Director,4,Divorced,14732,Medium,2,No,13,3,4,2,31,4,4,7,7,0,0,Experienced Mid-Salary Professionals
36,Young Adult,No,Travel_Rarely,Sales,3,4,Marketing,1,Female,3,2,Sales Executive,2,Single,9278,Medium,3,Yes,16,3,4,0,15,3,3,5,4,0,1,Mid-career professional
31,Young Adult,Yes,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,1,Sales Representative,3,Single,1359,Low,1,No,12,3,2,0,1,3,3,1,0,0,0,Early-career professional
30,Young Adult,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,3,2,Sales Executive,1,Divorced,4779,Average,7,No,14,3,2,2,8,3,3,3,2,0,2,Early-career professional
31,Young Adult,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,3,4,Research Director,2,Single,16422,Medium,3,No,11,3,3,0,9,3,4,3,2,1,0,Mid-career professional
34,Young Adult,No,Travel_Frequently,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,1,Divorced,2996,Average,5,No,14,3,3,2,10,2,3,4,3,1,3,Early-career professional
31,Young Adult,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,2,1,Research Scientist,2,Single,1261,Low,1,No,12,3,3,0,1,3,4,1,0,0,0,Early-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,3,1,Laboratory Technician,1,Married,2099,Low,0,No,14,3,2,0,6,3,4,5,0,1,4,Early-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,5810,Average,1,No,16,3,3,0,10,2,2,10,4,1,8,Mid-career professional
36,Young Adult,No,Travel_Rarely,Sales,16,4,Marketing,3,Female,2,2,Sales Executive,1,Married,5647,Average,4,No,13,3,1,2,11,3,2,3,2,0,2,Mid-career professional
47,Middle Age,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,1,Research Scientist,4,Married,3420,Average,7,No,12,3,3,1,17,2,2,6,5,1,2,Mid-career professional
25,Young Adult,Yes,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,2,1,Sales Representative,1,Married,4400,Average,3,No,12,3,1,0,6,2,3,3,2,2,2,Early-career professional
37,Young Adult,No,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,4,1,Laboratory Technician,3,Single,3500,Average,0,No,14,3,1,0,7,2,1,6,5,1,3,Early-career professional
56,Middle Age,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,3,1,Research Scientist,1,Married,2066,Low,2,No,22,4,4,1,5,3,4,3,2,1,0,Early-career professional
47,Middle Age,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,3,4,Research Director,3,Married,17169,High,3,No,19,3,2,2,26,2,4,20,17,5,6,Experienced senior professional
24,Young Adult,No,Travel_Rarely,Sales,4,1,Medical,4,Female,3,2,Sales Executive,3,Married,4162,Average,1,Yes,12,3,3,2,5,3,3,5,4,0,3,Early-career professional
32,Young Adult,No,Travel_Rarely,Sales,7,5,Marketing,4,Male,3,2,Sales Executive,4,Married,9204,Medium,4,No,12,3,3,1,7,3,2,4,3,0,3,Early-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,1,Laboratory Technician,2,Married,3294,Average,5,No,17,3,1,1,7,2,2,5,4,0,2,Early-career professional
41,Middle Age,No,Travel_Rarely,Research & Development,5,5,Medical,2,Male,4,1,Research Scientist,3,Married,2127,Low,2,Yes,12,3,1,0,7,5,2,4,2,0,3,Early-career professional
